Date,Question,Asked_by,Response,URL,Coding,Location
28 January 2016,"To ask the Secretary of State for Defence, what working definition of imminence his Department uses in the application of article 51 of the UN Charter.","David Anderson, Labour, Blaydon","It has long been the position of successive UK Governments that &quot;the inherent right of self-defence&quot;, as recognised in Article 51 of the UN Charter, does not require a State to wait until an armed attack is actually under way before it can lawfully use force to alleviate the threat. A State may use force in anticipation of an armed attack where such an attack is imminent, provided that such force is both necessary and proportionate to averting the threat. The assessments would depend on the facts of each case, with consideration likely to include issues such as the nature and immediacy of the threat, the probability of an attack, its scale and effects and whether it can be prevented without force.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23242/,Legality,Global
28 January 2016,To ask Her Majesty’s Government when they expect the Thales Watchkeeper unmanned aerial vehicle to come into full service.,"Lord Campbell of Pittenweem, Lib Dem","The Watchkeeper Tactical Remotely Piloted Aircraft System was brought into service with the Army in 2014 and subsequently deployed to support operations in Afghanistan. Full operating capability is forecast to be achieved in the second quarter of 2017.Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2016-01-19/HL5171/,Military,UK
28 January 2016,"To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will disclose a summary of his Department&#039;s legal advice to the (a) Joint Committee on Human Rights and (b) Intelligence and Security Committee relevant to the drone strike that killed Reyaad Khan on 21 August 2015.","David Anderson, Labour, Blaydon","I refer the hon. Member to the answer on this subject given to him by the Prime Minister on 25 January 2016, UIN 23433.Tobias Ellwood, Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23431/,Legality,Syria
28 January 2016,"To ask the Prime Minister, whether he plans to commission any review of the drone strike against Reyaad Khan on 21 August 2015 aside from the review being undertaken by the Intelligence and Security Committee.","David Davis, Conservative, Haltemprice and Howden","I refer the hon. Member to the answer I gave to the hon. Member for Hornsey and Wood Green (Ms West) on 21 January 2016, UIN 22720.David Cameron, Prime Minister",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-25/24001/,Military,Syria
28 January 2016,"To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will disclose a summary of his Department&#039;s legal advice to the (a) Joint Committee on Human Rights and (b) Intelligence and Security Committee relevant to the drone strike that killed Reyaad Khan on 21 August 2015.","David Anderson, Labour, Blaydon","I refer the hon. Member to the answer on this subject given to him by the Prime Minister on 25 January 2016, UIN 23433.Tobias Ellwood, Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23431/,Legality,Syria
28 January 2016,"To ask the Prime Minister, whether any person or body has sought disclosure of documents relevant to the decision to target Reyaad Khan by drone strike in Syria on 21 August 2015 for purposes related to the inquiry by the Intelligence and Security Committee into that matter.To ask the Prime Minister, whether any person or body has sought disclosure of legal advice given to him on the drone strike that killed Reyaad Khan for purposes related to the inquiry by the Intelligence and Security Committee on that matter.","Catherine West, Labour, Hornsey and Wood Green","I refer the hon. Member to the answer I gave to the hon. Member for Blaydon (Mr Anderson) on 25 January 2016, UIN 23433, 23438 and 23447.David Cameron, Prime Minister",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-25/24033/,Military,Syria
27 January 2016,"To ask the Secretary of State for Defence, whether any person or body has sought disclosure of documents relevant to the decision to target Reyaad Khan by drone strike in Syria on 21 August 2015 for purposes related to the Inquiry by the Intelligence and Security Committee into that matter.","David Anderson, Labour, Blaydon","The Prime Minister discussed the scope of the Intelligence and Security Committee&#039;s (ISC) Inquiry with its Chairman. They reached agreement on the disclosure of material to the ISC that will enable the Committee to conduct a review of the threat posed by Reyaad Khan. The ISC have received contemporaneous intelligence assessments of Khan and will take further evidence in the coming weeks.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23432/,Military,Syria
27 January 2016,"To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with the Libyan government on tackling the spread of Daesh","Jim Shannon, DUP, Strangford","We are extremely concerned about the growing threat from extremist groups in Libya, including Daesh. The recent attacks in the Oil Crescent and Zliten in western Libya show the threat that these groups pose to the stability of Libya and the region, and potentially to the UK and our interests. The Secretary of State for Foreign and Commonwealth Affairs, my right hon. Friend the Member for Runnymede and Weybridge (Mr Hammond) spoke to Prime Minister Designate, Fayez al-Serraj, on 10 January to stress the importance of the Government of National Accord forming quickly, and to emphasise the UK Government’s commitment to supporting the new government to tackle the threats from Daesh and people smuggling.Tobias Ellwood, Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-19/23053/,Military,Libya
27 January 2016,"To ask the Secretary of State for Defence, if he will make it his policy that the House be given an opportunity to debate in advance any decision to deploy UK Reaper aircraft outside Syria and Iraq.","David Anderson, Labour, Blaydon","No.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23290/,Policy,Global
26 January 2016,"To ask the Secretary of State for Defence, if he will place in the Library a copy of the UK red card policy for personnel embedded in other nations&#039; armed forces.","David Davis, Conservative, Haltemprice and Howden","There is no single red card policy for UK personnel embedded in other nations&#039; armed forces as their permissions will be specific to the operation in which they will be deployed. It is long-standing Government policy that we do not release details of our Rules of Engagement; to do so would give our enemies detail that would put our Armed Forces at greater risk.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-26/24324/,Military,UK
26 January 2016,"To ask the Secretary of State for Defence, in how many countries UK Reapers are currently operational.To ask the Secretary of State for Defence, whether UK Reapers have been deployed to Libya.To ask the Secretary of State for Defence, whether any personnel from UK Reaper Squadrons have been deployed to (a) Libya, (b) Kenya and (c) Somalia in the last three years.","David Anderson, Labour, Blaydon","UK Reapers are currently operational in Iraq and Syria. No UK Reapers have been deployed to Libya, and no personnel from UK Reaper Squadrons have been deployed to Libya, Kenya or Somalia in the last three years.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-19/23171/,Military,Global
26 January 2016,"To ask Her Majesty’s Government how many police forces in the UK are operating drones for intelligence purposes, or for the prevention or detection of crime; and whether such use is being monitored by the Inspectorate of Constabulary, or any other independent body.","Lord Condon, Crossbench","The use of Unmanned Aerial Vehicles is an operational matter for individual police forces, and the Home Office does not hold information on which forces use them. A number of forces are conducting trials to assess whether the use of drones can bring benefits to the provision of the police service. Any use would need to comply with existing Civil Aviation Authority Regulations. Monitoring the police use of drones is not within Her Majesty’s Inspectorate Constabulary&#039;s (HMIC) general remit. HMIC have confirmed that they have no plans to consider police use of drones at this stage.Lord Bates, Minister of State, Home Department",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2016-01-19/HL5196/,Civil Use,UK
26 January 2016,"To ask Her Majesty’s Government how many Hellfire missiles were fired (1) in training, and (2) on operations, in each year from 2008 to 2015, and what platforms they were mounted on.","Lord Moonie, Labour","Hellfire missiles are used by RAF Reaper Remotely Piloted Air Systems and Army Air Corps Apache helicopters.For the Reaper Force, the Air Vehicles have been continuously deployed on Operations over the requested timescale. Consequently, there have been no missile rounds fired in Training from RAF Reaper. The following table details Hellfire missile firings from RAF Reaper on Operations in Afghanistan(2008-14) Iraq (2014-15) and Syria (2015).Year (Jan-Dec)UK Reaper Hellfire rounds fired on Operations200816200932201058201110020121042013942014932015258Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2016-01-18/HL5151/,Military,Iraq and Syria
25 January 2016,"To ask the Secretary of State for Defence, with reference his oral evidence to the Joint Committee on Human Rights of 16 December 2015, Question 20, HC 574, whether his Department&#039;s position was that the UK was in an armed conflict (a) before, (b) on the date of or (c) as a result of the drone strike that killed Reyaad Khan of 21 August 2015.","David Anderson, Labour, Blaydon","An armed conflict was occuring in Syria at the time of the air strike on 21 August 2015.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23435/,Legality,Syria
25 January 2016,"To ask the Secretary of State for Transport, if he will assess the implications for his policies of the Oxford Research Group&#039;s recent report entitled, The Hostile use of Drones by Non-State Actors against British Targets; and if he will make a statement.","Richard Burden, Labour, Birmingham Northfield","A cross government working group is maintaining a detailed analysis of the security threats posed by drones. This work includes an assessment of the risks of the use of drones for terrorism and criminal purposes. Further work is now proceeding to capture and evaluate potential mitigation measures and strategies. Initial guidance on tackling the risks has been provided to constabularies across the UK.The findings of the report align well with the ongoing work of this group. While the government recognises that this emerging technology creates exciting opportunities for the UK economy, the risks for security and safety and its response to them will be kept under constant review.Robert Goodwill, Parliamentary Under-Secretary (Department for Transport)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23388/,Civil Use,UK
25 January 2016,"To ask the Prime Minister, whether any person or body has sought disclosure of his Department&#039;s legal advice on the drone strike that killed Reyaad Khan for purposes related to the Inquiry by the Intelligence and Security Committee into that matter.To ask the Prime Minister, whether he plans to issue a new Memorandum of Understanding under section 2(2) of the Justice and Security Act on the remit of the Intelligence and Security Committee in the current Parliament.To ask the Prime Minister, if he will disclose a summary of the government advice on the legality of the drone strike that killed Reyaad Khan in the manner set out in Part 6 of the Cabinet Manual.","David Anderson, Labour, Blaydon","I refer the hon. Member to the answer I gave to the hon. Member for Hornsey and Wood Green (Ms West) on 21 January 2016, UIN 22720.By long-standing convention under successive Governments the Law Officers’ advice is not published. The legal basis for the airstrike against Reyaad Khan is set out in the Government’s Memorandum to the Joint Committee on Human Rights.The Government’s legal position in relation to UK airstrikes against Daesh in Syria is reflected in my response to the Foreign Affairs Committee Report on the extension of offensive British military operations to Syria.The current Memorandum of Understanding together with the Justice and Security Act 2013 provides the necessary scope for the ISC to conduct robust oversight of those matters that are within its statutory remit.David Cameron, Prime Minister",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23438/,Military/Legality,Syria
25 January 2016,"To ask the Secretary of State for Defence, with reference to the comments made by a spokesperson of his Department in an article published in The Herald newspaper on 10 January 2016, and pursuant to his oral contribution of 18 January 2016, Official Report, column 1118, if he will issue guidance to independent monitoring groups on how to contact his Department on, and how to submit evidence relating to, possible civilian casualties from air strikes in Syria and Iraq; and if he will make a statement.","Graham Allen, Labour, Nottingham North","Independent monitoring groups are free to contact the Ministry of Defence through the normal means of correspondence and any credible reports of civilian casualties will be investigated.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23253/,Military,Iraq and Syria
25 January 2016,"To ask the Secretary of State for Transport, which (a) ministers attended and (b) departments are represented on the Government&#039;s working group on drones; when that group was formed; and what its schedule of meetings is.","Richard Burden, Labour, Birmingham Northfield","The Cross Government Working Group on Drones is a group of officials tasked with developing policy on drones. Ministers do not attend. Participation is from the following Departments and agencies:Department for TransportHome OfficeMinistry of DefenceDepartment of Energy and Climate ChangeCabinet OfficeDepartment for Food, Environment and Rural AffairsBusiness Innovation and SkillsCentre for the Protection of National InfrastructureCivil Aviation AuthorityInformation Commissioner’s OfficeMaritime and Coastguard AgencyDepartment for Communities and Local GovernmentThe group was formed in March 2013 and it meets quarterly. The schedule of meetings for 2016 is February; May; September and December.Robert Goodwill, Parliamentary Under-Secretary (Department for Transport)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-20/23389/,Civil Use,UK
22 January 2016,"To ask the Secretary of State for Defence, what steps he is taking to ensure that the Caroline principles are applied to any further targeted killing carried out in self-defence of the UK.","Yasmin Qureshi, Labour, Bolton South East","In taking any action in self-defence of the UK, we will take account of well-established principles of self-defence. As the Attorney General pointed out to the Justice Select Committee on 15 September 2015, the Caroline case goes back to the 19th century and was concerned with very different circumstances to those facing us now. However as the Attorney General also made clear, the principles still apply and action in self-defence may be lawful in relation to an attack which has not yet materialised but is imminent. In addition any such action must, like all other action in self-defence, comply with the requirements of necessity and proportionality.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-19/23236/,Legality,Global
21 January 2016,"To ask the Prime Minister, if he will amend the Memorandum of Understanding of 25 November 2014 under section 2(2) of the Justice and Security Act 2013 to enable the Intelligence and Security Committee to review documents related to the military action against Reyaad Khan in Syria.","Catherine West, Shadow Minister (Foreign and Commonwealth Affairs)","I discussed the scope of the Intelligence and Security Committee’s (ISC) Inquiry with the Chairman, my Right Honourable Friend the Member for Beaconsfield (Mr Grieve) and we have reached agreement on the disclosure of material to the ISC that will enable them to conduct a robust review of the threat posed by Reyaad Khan. The ISC have received contemporaneous intelligence assessments of Khan and will take further evidence in the coming weeks.The Chairman of the ISC has written to the Chair of the Joint Committee on Human Rights, the right hon. Member for Camberwell and Peckham (Ms Harman), to set out the Committee’s views and this has been published on the ISC’s website. I understand that the letter makes it clear that the ISC’s remit is intelligence not military action.David Cameron, Prime Minister",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-15/22720/,Military,Syria
20 January 2016,"To ask the Secretary of State for Defence, how many sorties of the Watchkeeper UAV have been flown from RAF Ascension in each month since January 2015.","Douglas Chapman, Scottish National Party, Dunfermline and West Fife","None.Philip Dunne, Minister of State (Ministry of Defence) (Defence Procurement)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-18/22959/,Military,UK
20 January 2016,"To ask Her Majesty’s Government what plans they have to devise a written policy for the development, integration and use of military unmanned systems.","Lord Kennedy of Southwark, Labour","The Ministry of Defence is currently seeking to articulate in one policy document the considerations for future UK capability requirements, development, integration and use of unmanned systems.Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2016-01-12/HL4935/,Policy,UK
19 January 2016,"To ask the Secretary of State for Defence, how many civilian casualties have been recorded in Syria as a result of RAF military intervention since 2 December 2015.","Tom Brake, Lib Dem, Carshalton and Wallington","There have been no recorded civilian casualties in Iraq or Syria as a result of RAF military intervention since 2 December 2015.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-12/22197/,Military,Syria
18 January 2016,"To ask the Secretary of State for Foreign and Commonwealth Affairs, what plans he has to publish written guidlines for British drone strikes.","Alison McGovern, Labour, Wirral South","Unmanned drones are no different from any other weapon system and subject to the same legal and other frameworks. We have no plans to publish any guidelines. I refer the hon. Member to the evidence provided by my right hon. Friend the Secretary of State for Defence (Michael Fallon) on 16 December 2015 to the Joint Committee on Human Rights.Tobias Ellwood, Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-13/22419/,Military,UK
18 January 2016,"To ask the Secretary of State for Energy and Climate Change, pursuant to the Answer of 15 September 2015 to Question 9021 and with reference to the Oxford Research Group, Remote Control project report: Hostile drones, published 11 January 2015, if the Office for Nuclear Regulation will review security at nuclear power stations.","Paul Flynn, Labour, Newport West","Licensees of UK nuclear sites are required by ONR to demonstrate that they have resilience against a range of external threat scenarios. These scenarios are updated regularly considering developments in technology and other areas. The airspace over UK nuclear licensed sites is restricted by the Air Navigation (Restriction of Flying) (Nuclear Installations) Regulations 2007. These impose restricted airspace of a radius between 0.5 and 2 nautical miles and to a height of between 1000 and 2400 feet above mean sea level around the centre of those nuclear licensed sites listed in Schedule 2 of the Regulations. Airspace usage in the UK is regulated by the Civil Aviation Authority (CAA).Andrea Leadsom, Minister of State, Department of Energy and Climate Change",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-13/22365/,Civil use,UK
18 January 2016,"I thank the Secretary of State for that answer, but can he therefore confirm that the Ministry of Defence will accept evidence of civilian deaths from other sources outwith UK military personnel and local friendly forces? Will he assure the House that the evidence from highly credible organisations such as the Syrian Observatory for Human Rights, Airwars and the White Helmets—groups that work on the ground and that are very often the first people on the scene—will be considered when calculating civilian deaths in future?","Brendan O&#039;Hara, Scottish National Party, Argyll and Bute",Let me assure the hon. Gentleman that we will look at any evidence brought forward in open source reporting by other organisations in the assessment we make of each of the strikes in which our aircraft are involved. I have replied directly to one of the organisations he mentions—Airwars—pointing out that there is no particular evidence to back up the assessment it made in that particular case.,http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160118/debtext/160118-0001.htm#160118-0001.htm_spnew34,Military,UK
18 January 2016,"Does the Secretary of State agree with the Prime Minister, who told the Liaison Committee last week that in the case of civilian casualties,“if people make allegations we must look at them”?","Brendan O&#039;Hara, Scottish National Party, Argyll and Bute","We do an assessment after every British strike of the damage that has been caused, and check very carefully whether there are likely to have been casualties. Of course, that is taken into account in planning and approving the strike in the first place. It so happens that, in the first year and a bit of operations, we are not aware of any civilian casualties so far in our strikes in Iraq or more recently in Syria, but they are military operations—we do everything possible to reduce the risk of civilian casualties, but it is not possible to eliminate it entirely.Michael Fallon, Secretary of State for Defence",http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160118/debtext/160118-0001.htm#160118-0001.htm_spnew34,Military,UK
18 January 2016,"To ask the Secretary of State for Defence, pursuant to the Answer of 12 January 2016 to Question 21502, on Syria: military intervention, what the evidential basis is for the statement that there have been no reports of civilian casualties as a result of RAF airstrikes in Iraq or Syria.","Alan Brown, Scottish National Party, Kilmarnock and Loudoun","All UK airstrikes in Iraq and Syria are assessed post-strike using the best available imagery, intelligence and other sources of information to assess the impact of the strike on the target and affected area. This assessment, coupled with pre-strike checks provides the evidence base to support the statement that in the hundreds of airstrikes conducted by the RAF to date in Iraq and, more recently Syria, we have found no evidence of civilian casualties arising from UK airstrikes.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-13/22321/,Military,Syria
14 January 2016,"To ask the Secretary of State for Defence, in which countries British military personnel are embedded.","Mary Creagh, Labour, Wakefield","I refer the hon. Member to my written ministerial statement of 17 December 2015, (Official Report, column 98WS) which sets out that we only centrally collate data on embedded forces with those nations with whom UK forces are embedded on operations, and to my letter of 6 January 2016 explaining that I am unable to specify the exact locations of UK personnel because this risks their personal security and the security of Allies&#039; operations.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-08/21610/,Personnel,UK
14 January 2016,"To ask the Secretary of State for Defence, with reference to the Answer of 21 July 2015 to Question 8367, how many UK troops are embedded in (a) Syria, (b) Lebanon, (c) Libya, (d) Yemen, (e) Turkey and (g) USA.To ask the Secretary of State for Defence, in which countries British military personnel are embedded.","Mary Creagh, Labour, Wakefield","I refer the hon. Member to my written ministerial statement of 17 December 2015, (Official Report, column 98WS) which sets out that we only centrally collate data on embedded forces with those nations with whom UK forces are embedded on operations, and to my letter of 6 January 2016 explaining that I am unable to specify the exact locations of UK personnel because this risks their personal security and the security of Allies&#039; operations.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-06/21238/,Embedded Personnel,UK
6 January 2016,"To ask Her Majesty’s Government what plans they have to integrate the use in military operations of unmanned vehicles in the air, at sea, and on land.","Lord Kennedy of Southwark, Labour","Unmanned vehicles already play an important role in UK Armed Forces&#039; operations across all environments. On the basis of the Government&#039;s National Security Strategy and Strategic Defence and Security Review of November 2015, the Department is continuing to examine where unmanned systems may offer advantages over manned alternatives and to invest in new unmanned capabilities. For example, the Department is more than doubling the number of armed remotely piloted aircraft available to the UK Armed Forces under the Protector programme to replace the existing Reaper aircraft, and is also developing high-end technologies - including in collaboration with France and the US - under a future Unmanned Combat Air System programme.Throughout the Department&#039;s development and integration of unmanned systems, the policy is that a human must always be responsible for any decisions on targeting.Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2015-12-21/HL4751/,Military,UK
5 January 2016,"To ask the Secretary of State for Justice, how many incidents his Department has recorded of drones operating over prison estates in the last year for which figures are available; what steps his Department took following each such incident; and if he will make a statement.","Tim Loughton, Conservative, East Worthing and Shoreham","If an incident involving a drone occurs, prisons will invoke appropriate contingency plans and will work alongside the police and CPS to ensure those responsible are caught. NOMS are exploring research options with the Home Office Centre for Applied Science and Technology (CAST) on detection and mitigation technology for drones.There were 30 reported drone related incidents between 1 December 2014 and 30 November 2015. This includes drone finds and drone sightings by prison staff in and around public and private prisons in England and Wales.Individual prisons will invoke the appropriate contingency plan relevant to the circumstances of the incident involving a drone. This includes, for example, working with the police and CPS to ensure those responsible for an incident involving a drone are caught and, if appropriate, prosecuted.These figures have been drawn from live administrative data systems. Care is taken when processing and analysing the returns, but the detail collected is subject to the inaccuracies inherent in any large scale recording system.Andrew Selous, Assistant Whip (HM Treasury), Parliamentary Under-Secretary of State for Justice",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-16/20357/,Civil Use,UK
5 January 2016,"To ask the Secretary of State for Defence, with reference to the oral contribution of the Foreign Secretary of 16 December 2015, on Daesh: Syria/Iraq, if he will take steps to assess whether there have been civilian casualties as a result of UK airstrikes in Iraq and Syria through means other than receipt of reports.","Andrew Slaughter, Labour, Hammersmith","We analyse the risks involved in any potential strikes in advance in order to minimise risks to civilians. Once a mission is launched, our aircrew assess and minimise risks prior to weapons being released. Every strike is subjected to careful post-mission scrutiny to confirm the aircrew&#039;s assessment, allowing us to examine in detail any claim of civilian casualties. We would publish any report which concluded that civilian casualties had resulted from UK military action.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-17/20596/,Military,Iraq and Syria
23 December 2015,"Shadow Spokesperson (Housing), Opposition Whip (Lords), Shadow Spokesperson (Communities and Local Government), Shadow Spokesperson (Home Affairs)To ask Her Majesty’s Government what use the Royal Navy is making of unmanned vehicles.","Lord Kennedy of Southwark, Labour","The Royal Navy (RN) recognises that autonomous systems offer a unique opportunity to maintain our operational advantage, and benefits significantly from the use of unmanned vehicles in both air and sea environments.The Scan Eagle Unmanned Aircraft System offers enhanced maritime surveillance and improved situational awareness in support of the RN in a number of operational theatres.The Hunt Class Mine Countermeasure Vessels employ an Unmanned Underwater Vehicle (UUV) for remote mine-disposal known as the Seafox mine-disposal system. In addition, the Fleet Diving Squadron employs a small UUV for seabed searches.The RN continues to explore how autonomous systems can further augment its capabilities into the future.Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2015-12-17/HL4736/,Military,UK
21 December 2015,"To ask Her Majesty’s Government which intelligence, surveillance and reconnaissance air vehicles from the RAF’s inventory have been deployed over Iraq and Syria in the last three months.","Lord Moonie, Labour","In the last three months the RAF has deployed Sentinel and Airseeker aircraft and the REAPER MQ-9 Remotely Piloted Air System over both Iraq and Syria. In addition, Tornado GR4s have deployed over Iraq and Syria fitted with the Raptor tactical reconnaissance pod.Earl Howe, Minister of State, Ministry of Defence, Deputy Leader of the House of Lords",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Lords/2015-12-16/HL4658/,Military,Iraq and Syria
21 December 2015,"To ask the Secretary of State for Defence, on how many occasions (a) RAF Reapers, (b) RAF Tornados and (c) other RAF aircraft have come into radar contact with Russian military aircraft inside Syria since 30 September 2015.","Andrew Smith, Labour, Oxford East","We do not routinely collect information on radar contacts. It is inevitable when operating in the same airspace as other nations that RAF aircraft will come into radar contact with those nations. This is one of the ways in which the RAF, as part of the US-led coalition, ensures safe-separation of aircraft in Syrian airspace and enables the UK to continue to fly missions to help degrade and destroy Daesh.Penny Mordaunt Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-14/19866/,Military,Syria
21 December 2015,"To ask the Secretary of State for Transport, what assessment he has made of the fitness-for-purpose of the Air Navigation (Restriction of Flying) (Nuclear Installations) Regulations 2007 and their applicability to technical developments for unmanned aerial vehicles since their coming into force in 2007.","Paul Flynn, Labour, Newport West","The airspace over UK nuclear licensed sites is restricted by the Air Navigation (Restriction of Flying) (Nuclear Installations) regulations 2007. These impose restricted airspace of a radius between 0.5 and 2 miles to a height of between 1000 and 2400 feet around the centre of all nuclear sites. Airspace usage in the UK is regulated by the Civil Aviation Authority (CAA). Therefore it is a criminal offence to fly in the vicinity of nuclear sites without the permission of the CAA. The CAA and nuclear sites work closely together on this.All of Britain’s nuclear power stations are robust and designed with safety in mind and are stress-tested to withstand a vast range of potential incidents. The independent regulator continuously monitors and evaluates the safety of each plant alongside the operator to protect it from outside threats.Robert Goodwill, Parliamentary Under-Secretary (Department for Transport)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-15/20272/,Military,UK
18 December 2015,"To ask the Secretary of State for Defence, how many Reaper drones are currently deployed in (a) Iraq and (b) Syria.","Brendan O&#039;Hara, Scottish National Party, Argyll and Bute","To safeguard operational security I am withholding operational information on the number of RAF Reaper aircraft deployed.Penny Mordaunt, Minister of State (Ministry of Defence) (Minister for the Armed Forces)",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-10/19519,Military,Iraq and Syria
17 December 2015,"To ask the Secretary of State for Defence, how many of the Watchkeeper unmanned aerial vehicles purchased from Thales have been handed over to the British Army.","Andrew Smith, Labour, Oxford East","As at 15 December 2015, 37 Watchkeeper Unmanned Air Vehicles have been delivered by Thales and accepted by the Ministry of Defence. Of these, 10 are currently held by the Army to meet its current flying training programme and readiness requirements. The remainder are either being used for flight trials at West Wales Airport, or being stored and maintained until required by the Army.Philip Dunne, Minister of State (Ministry of Defence) (Defence Procurement)",http://www.theyworkforyou.com/wrans/?id=2015-12-14.19865.h&#038;s=unmanned,Military,UK
17 December 2015,"To ask the Secretary of State for Defence, how many UK combat aircraft are flying combat missions against ISIS in (a) Syria and (b) Iraq.","Angus MacNeil, Scottish National Party, Na h-Eileanan an Iar","The UK has 16 manned combat aircraft flying combat missions against Daesh in both Syria and Iraq. This number includes RAF Tornado and Typhoon aircraft. There are also a number of RAF Reaper Remotely Piloted Aircraft Systems (RPAS) deployed to the Middle East that are flying combat missions in both Iraqi and Syrian airspace.Michael Fallon, Secretary of State for Defence",http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-14/19892/,Military,Iraq and Syria
15 December 2015,"To ask the Secretary of State for Defence, how many remotely piloted aircraft system pilots are employed in the RAF; and if he will make a statement.","Jim Cunningham, Labour, Coventry South",There are currently 40 Remotely Piloted Aircraft System pilots in the Royal Air Force.Penny Mordaunt Minister of State (Ministry of Defence) (Minister for the Armed Forces),http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2015-12-09/19382/,Military,UK
